CHEMONTID:0000000	Organic compounds
CHEMONTID:0003015	Phosphinic acid esters
CHEMONTID:0003016	Tropoloisoquinolines
CHEMONTID:0003017	Benzacridines
CHEMONTID:0003018	Isoaporphines
CHEMONTID:0003019	1-azaoxoaporphines
CHEMONTID:0003020	Azahomoaporphines
CHEMONTID:0003021	Hydroxy-7-aporphines
CHEMONTID:0003022	Methyl-7-aporphines
CHEMONTID:0003023	N-acylpyrrolidines
CHEMONTID:0003024	Gamma-glutamyl amino acids
CHEMONTID:0003025	Gamma-glutamyl peptides
CHEMONTID:0003026	3-oxosteroids
CHEMONTID:0003027	3-hydroxysteroids
CHEMONTID:0003028	Polyprenylbenzene-1,2-diols
CHEMONTID:0003029	Polychlorinated dibenzofurans
CHEMONTID:0003030	Polychlorinated biphenyls
CHEMONTID:0003031	Pyrrolidine-2-ones
CHEMONTID:0003032	Pyrrolidine-3-ones
CHEMONTID:0003033	Dicarboximides
CHEMONTID:0003034	C-nitroso compounds
CHEMONTID:0003037	3-aminosalicyclic acids and derivatives
CHEMONTID:0003038	4-aminosalicyclic acids and derivatives
CHEMONTID:0003039	Folic acids
CHEMONTID:0003040	Pteroic acids
CHEMONTID:0003041	Dihydropteroic acids and derivatives
CHEMONTID:0003042	Tetrahydropteroic acids and derivatives
CHEMONTID:0003043	7,8-dihydrofolic acids
CHEMONTID:0003044	7,8-dihydrofolic acids and derivatives
CHEMONTID:0003045	Tetrahydropteroic acids
CHEMONTID:0003046	7,8-dihydropteroic acids
CHEMONTID:0003047	7,8-dihydropteroic acids and derivatives
CHEMONTID:0003048	N-acylneuraminic acids
CHEMONTID:0003049	N-acylneuraminic acids and derivatives
CHEMONTID:0003050	Neuraminic acids
CHEMONTID:0003051	N-acylglutathiones
CHEMONTID:0003052	S-acylglutathiones
CHEMONTID:0003053	25-azasteroids and derivatives
CHEMONTID:0003054	8-azasteroids and derivatives
CHEMONTID:0003055	6-azasteroids and derivatives
CHEMONTID:0003056	4-azasteroids and derivatives
CHEMONTID:0003057	p-Bromobenzenesulfonates
CHEMONTID:0003058	20-oxosteroids
CHEMONTID:0003059	11-oxosteroids
CHEMONTID:0003060	16-oxosteroids
CHEMONTID:0003061	C24-propyl sterols and derivatives
CHEMONTID:0003062	Sulfoquinovosylmonoacylglycerols
CHEMONTID:0003063	Sulfoquinovosyl 1-monoacylglycerols
CHEMONTID:0003064	Sulfoquinovosyl 2-monoacylglycerols
CHEMONTID:0003065	Indan-1-spirocyclohexanes
CHEMONTID:0003066	Carbapenams
CHEMONTID:0003067	Glycosyldiacylglycerols
CHEMONTID:0003068	Monosubstituted amine oxides and derivatives
CHEMONTID:0003069	Disubstituted amine oxides and derivatives
CHEMONTID:0003070	Trisubstituted amine oxides and derivatives
CHEMONTID:0003071	1,8-naphthalic anhydrides
CHEMONTID:0003072	1-carboxy-2-haloaromatic compounds
CHEMONTID:0003073	Aromatic alcohols
CHEMONTID:0003074	Arylsufonic acids
CHEMONTID:0003075	1-sulfo,2-unsubstituted aromatic compounds
CHEMONTID:0003076	Thioamide-S-oxides
CHEMONTID:0003077	Thioamide-S,S-dioxides
CHEMONTID:0003078	Aldoximes
CHEMONTID:0003079	Ketoximes
CHEMONTID:0003080	N-aliphatic s-triazines
CHEMONTID:0003081	Acylsulfonic acids and derivatives
CHEMONTID:0003082	Acylsulfonic acids
CHEMONTID:0003083	2-polyprenyl-6-methoxyphenols
CHEMONTID:0003084	Chlorohydroquinones
CHEMONTID:0003085	Peroxybenzoic acids and derivatives
CHEMONTID:0003086	Medium-chain fatty acids
CHEMONTID:0003087	Benzylpiperidines
CHEMONTID:0003088	2-benzylpiperidines
CHEMONTID:0003089	3-benzylpiperidines
CHEMONTID:0003090	4-benzylpiperidines
CHEMONTID:0003091	N-acylimines
CHEMONTID:0003092	Oxaziridines
CHEMONTID:0003093	N-sulfonyloxaziridines
CHEMONTID:0003094	Thiadiazinanes
CHEMONTID:0003095	21-hydroxysteroids
CHEMONTID:0003096	Halobenzoic acids and derivatives
CHEMONTID:0003097	Halobenzoic acids
CHEMONTID:0003098	2-halobenzoic acids and derivatives
CHEMONTID:0003099	3-halobenzoic acids and derivatives
CHEMONTID:0003100	4-halobenzoic acids and derivatives
CHEMONTID:0003101	2-halobenzoic acids
CHEMONTID:0003102	3-halobenzoic acids
CHEMONTID:0003103	4-halobenzoic acids
CHEMONTID:0003104	Geminal diols
CHEMONTID:0003105	O-sulfanylbenzoic acids and derivatives
CHEMONTID:0003106	O-sulfanylbenzoic acids
CHEMONTID:0003107	Carbothioic S-acids
CHEMONTID:0003108	Carbothioic O-acids
CHEMONTID:0003109	Flavaglines
CHEMONTID:0003110	Hydroxylamine O-sulfonic acids
CHEMONTID:0003111	Hydrazinesulfinic acids
CHEMONTID:0003112	Sulfonohydrazonic acids
CHEMONTID:0003113	Sulfonimidic acids
CHEMONTID:0003114	Sulfonodihydrazonic acids
CHEMONTID:0003115	Tellurinohydrazonic acids
CHEMONTID:0003116	Selenodiimidic acids
CHEMONTID:0003117	Selenimidic acids
CHEMONTID:0003118	Sulfonohydrazonimidic acids
CHEMONTID:0003119	Seleninyl compounds
CHEMONTID:0003120	Selenonyl compounds
CHEMONTID:0003121	Telluronyl compounds
CHEMONTID:0003122	Tellurinyl compounds
CHEMONTID:0003123	Selenocarbonyl compounds
CHEMONTID:0003124	Tellurocarbonyl compounds
CHEMONTID:0003125	Imidocarbonyl compounds
CHEMONTID:0003126	Carboselenoic acids
CHEMONTID:0003127	Carboselenoamides
CHEMONTID:0003128	Carbotelluroic acids and derivatives
CHEMONTID:0003129	Carbotelluroamides
CHEMONTID:0003130	Sulfinyl compounds
CHEMONTID:0003131	Alpha,beta-unsaturated carbonyl compounds
CHEMONTID:0003132	Hydrazinecarboxylic acids and derivatives
CHEMONTID:0003133	Hydrazinecarboxylic acids
CHEMONTID:0003134	Hydrazinecarboxamides
CHEMONTID:0003135	Organic thioperoxides
CHEMONTID:0003136	Alkanesulfonic acids and derivatives
CHEMONTID:0003137	Aminosulfonyl compounds
CHEMONTID:0003138	Hydrazinosulfonyl compounds
CHEMONTID:0003139	Aminosulfonodithioyl compounds
CHEMONTID:0003140	Trialkoxysilanes
CHEMONTID:0003141	S-hydrazinosulfonimidoyl compounds
CHEMONTID:0003142	S-aminosulfonimidothioyl compounds
CHEMONTID:0003143	Aminosulfinyl compounds
CHEMONTID:0003144	Sulfonohydrazonothioic o-acids
CHEMONTID:0003145	Sulfonohydrazonothioic s-acids
CHEMONTID:0003146	Sulfonimidodithioic acids
CHEMONTID:0003147	Sulfonimidoselenoic acids
CHEMONTID:0003148	Sulfonohydrazonamides
CHEMONTID:0003149	Hydrazineselenoamides
CHEMONTID:0003150	Sulfonodiimidoperoxoic acids
CHEMONTID:0003151	Sulfonodiimidic acids
CHEMONTID:0003152	Carboximidamides
CHEMONTID:0003153	Carboximidohydrazides
CHEMONTID:0003154	Sulfonimidamides
CHEMONTID:0003155	Sulfonodiimidamides
CHEMONTID:0003156	Sulfinoimidoperoxoic acids
CHEMONTID:0003157	OS-thioperoxols
CHEMONTID:0003158	SO-thioperoxols
CHEMONTID:0003159	Thioperoxols
CHEMONTID:0003160	Telluronohydrazides
CHEMONTID:0003161	Tellurinohydrazides
CHEMONTID:0003162	Seleninohydrazides
CHEMONTID:0003163	Selenonohydrazides
CHEMONTID:0003164	Carboperoxoic acids
CHEMONTID:0003165	Carboperoxoselenoic acids
CHEMONTID:0003166	Carboperoxothioic OO-acids
CHEMONTID:0003167	Carboselenothioic S-acids
CHEMONTID:0003168	Carboselenothioic Se-acids
CHEMONTID:0003169	Carbodiselenoic acids
CHEMONTID:0003170	Long-chain 1-monoacylglycerols
CHEMONTID:0003171	Very long-chain 1-monoacylglycerols
CHEMONTID:0003172	Long-chain 2-monoacylglycerols
CHEMONTID:0003173	Very long-chain 2-monoacylglycerols
CHEMONTID:0003174	Very long-chain fatty aldehydes
CHEMONTID:0003175	Very long-chain fatty acyl CoAs
CHEMONTID:0003176	Long-chain 3-oxoacyl CoAs
CHEMONTID:0003177	Very-long-chain 3-oxoacyl CoAs
CHEMONTID:0003178	Long-chain 3-hydroxyacyl CoAs
CHEMONTID:0003179	Very long-chain 3-hydroxyacyl CoAs
CHEMONTID:0003180	Enoyl CoAs
CHEMONTID:0003181	2-enoyl CoAs
CHEMONTID:0003182	3-enoyl CoAs
CHEMONTID:0003183	Long-chain enoyl CoAs
CHEMONTID:0003184	Long-chain 2-enoyl CoAs
CHEMONTID:0003185	Long-chain 3-enoyl CoAs
CHEMONTID:0003186	N-acyl-phosphatidylethanolamines
CHEMONTID:0003187	Glycero-3-phospho-N-acyl-ethanolamines
CHEMONTID:0003188	Acyl homoserines
CHEMONTID:0003189	3-Oxo-acyl homoserines
CHEMONTID:0003190	Coumarino-alpha-pyrones
CHEMONTID:0003191	Coumarino-gamma-pyrones
CHEMONTID:0003192	Ammonium ylides
CHEMONTID:0003193	Nitrile ylides
CHEMONTID:0003194	Organosilicon compounds
CHEMONTID:0003195	Alkylsilanes
CHEMONTID:0003196	Alkylarylsilanes
CHEMONTID:0003197	Alpha-diazo esters
CHEMONTID:0003198	Alpha-diazo ketones
CHEMONTID:0003199	Sulfonyl azides
CHEMONTID:0003200	Silyl ethers
CHEMONTID:0003201	Silanols
CHEMONTID:0003202	Urazoles
CHEMONTID:0003203	Maleimides
CHEMONTID:0003204	2,3-dihydro-4-pyridones
CHEMONTID:0003205	Disiloxanes
CHEMONTID:0003206	Medium-chain fatty acyl CoAs
CHEMONTID:0003207	Medium-chain 2-enoyl CoAs
CHEMONTID:0003208	2,3,4-saturated fatty acyl CoAs
CHEMONTID:0003209	Carbo-azosulfones
CHEMONTID:0003210	5-monosubstituted hydantoins
CHEMONTID:0003211	N-acyl-aliphatic-alpha amino acids
CHEMONTID:0003212	N-acyl-aromatic-alpha amino acids
CHEMONTID:0003213	Aryl-aldehydes
CHEMONTID:0003214	2-phenylindoles
CHEMONTID:0003215	Thiophene sulfoxides
CHEMONTID:0003216	3-aroylthiophenes
CHEMONTID:0003217	2-amino-3-aroylthiophenes
CHEMONTID:0003218	3-aroylfurans
CHEMONTID:0003219	Borinic acid derivatives
CHEMONTID:0003220	Borinic acid esters
CHEMONTID:0003221	Borinic acids
CHEMONTID:0003222	Organoboroxines
CHEMONTID:0003223	Acetohydroxamic acids
CHEMONTID:0003224	(R)-3-hydroxyacyl CoAs
CHEMONTID:0003225	(S)-3-hydroxyacyl CoAs
CHEMONTID:0003226	3-beta-hydroxy delta-5-steroids
CHEMONTID:0003227	11-beta-hydroxysteroids
CHEMONTID:0003228	11-hydroxysteroids
CHEMONTID:0003229	16-hydroxysteroids
CHEMONTID:0003230	16-alpha-hydroxysteroids
CHEMONTID:0003231	16-beta-hydroxysteroids
CHEMONTID:0003232	3-alpha-hydroxysteroids
CHEMONTID:0003233	3-beta-hydroxysteroids
CHEMONTID:0003234	11-alpha-hydroxysteroids
CHEMONTID:0003235	Delta-11-acyl CoAs
CHEMONTID:0003236	17-hydroxysteroids
CHEMONTID:0003237	17-beta-hydroxysteroids
CHEMONTID:0003238	7-hydroxysteroids
CHEMONTID:0003239	7-alpha-hydroxysteroids
CHEMONTID:0003240	7-beta-hydroxysteroids
CHEMONTID:0003241	12-hydroxysteroids
CHEMONTID:0003242	12-alpha-hydroxysteroids
CHEMONTID:0003243	12-beta-hydroxysteroids
CHEMONTID:0003244	7-oxosteroids
CHEMONTID:0003245	3-oxo-5-alpha-steroids
CHEMONTID:0003246	1-alpha,2-epoxy-3-oxo-5-alpha-steroids
CHEMONTID:0003247	1,2-epoxy-3-oxosteroids
CHEMONTID:0003248	3-beta-hydroxy-6-oxo-5-alpha-steroids
CHEMONTID:0003249	6-oxosteroids
CHEMONTID:0003250	5,6-epoxysteroids
CHEMONTID:0003251	3-beta-hydroxy-delta-7-steroids
CHEMONTID:0003252	3-oxo-4-azasteroids
CHEMONTID:0003253	17-azasteroids and derivatives
CHEMONTID:0003254	(2R)-hydroxy acids and derivatives
CHEMONTID:0003255	(2R)-hydroxy acids
CHEMONTID:0003256	3-oxo-5-beta-steroids
CHEMONTID:0003257	GalNAcb1-4Galb1-4Glc- (Ganglio series)
CHEMONTID:0003258	Glycosphingolipids
CHEMONTID:0003259	1,2-diacyl-3-O-beta-D-galactosyl-sn-glycerols
CHEMONTID:0003260	Sulfenyl compounds
CHEMONTID:0003261	Sulfenyl halides
CHEMONTID:0003262	Sulfinyl halides
CHEMONTID:0003263	Monoalkylglycerols
CHEMONTID:0003264	Glycerol vinyl ethers
CHEMONTID:0003265	Alkoxysilanes
CHEMONTID:0003266	Monoalkylsilanols
CHEMONTID:0003267	Dialkylsilanols
CHEMONTID:0003268	Trialkylsilanols
CHEMONTID:0003269	Monoalkylsilanediols
CHEMONTID:0003270	Monoalkylsilanetriols
CHEMONTID:0003271	Dialkylsilanediols
CHEMONTID:0003272	Isocyanide dichlorides
CHEMONTID:0003273	Alkylhalosilanes
CHEMONTID:0003274	Idoso compounds
CHEMONTID:0003275	Idoxy compounds
CHEMONTID:0003276	Tosyl compounds
CHEMONTID:0003277	p-Nitrobenzenesulfonates
CHEMONTID:0003278	p-Methylbenzenesulfonates
CHEMONTID:0003279	Ynolates
CHEMONTID:0003280	N-hydroxyguanidines
CHEMONTID:0003281	N-nitrosated N-hydroxyguanidines
CHEMONTID:0003282	N-arylamides
CHEMONTID:0003283	N-aryl-N-hydroxylamides
CHEMONTID:0003284	Thiosulfonic acids
CHEMONTID:0003285	Alkali metal metavanadates
CHEMONTID:0003286	Acetohydroximates
CHEMONTID:0003287	1-(1Z-alkenyl)-glycero-3-phosphates
CHEMONTID:0003288	2-(1Z-alkenyl)-glycero-3-phosphates
CHEMONTID:0003289	Miscellaneous metavanadates
CHEMONTID:0003290	Non-metal orthovanadates
CHEMONTID:0003291	Non-metal metavanadates
CHEMONTID:0003292	Post-transition metal metavanadates
CHEMONTID:0003293	Transition metal metavanadates
CHEMONTID:0003294	Organic metavanadates
CHEMONTID:0003295	N-alkylated hydrazones
CHEMONTID:0003296	N-alkyl sulfonyl hydrazones
CHEMONTID:0003297	Organic Polymers
CHEMONTID:0003298	Polypeptides
CHEMONTID:0003299	Polystyrenes
CHEMONTID:0003300	Polyureas
CHEMONTID:0003301	Polynucleotides
CHEMONTID:0003302	Polycarbamates
CHEMONTID:0003303	Amino oligosaccharides
CHEMONTID:0003304	Acylamino oligosaccharides
CHEMONTID:0003305	Aminosaccharides
CHEMONTID:0003306	Monosaccharide sulfates
CHEMONTID:0003307	Disaccharide sulfates
CHEMONTID:0003308	Oligosaccharide sulfates
CHEMONTID:0003309	Polysaccharide sulfates
CHEMONTID:0003310	Naphthalene sulfonates
CHEMONTID:0003311	Alkanesulfonic acids
CHEMONTID:0003312	1,1-diunsubstituted alkanesulfonic acids
CHEMONTID:0003313	1,1-diunsubstituted alkanesulfonic acids and derivatives
CHEMONTID:0003314	Phenyl-1,2,4-triazoles
CHEMONTID:0003315	Phenyl-1,2,3-triazoles
CHEMONTID:0003317	Pyridyltriazoles
CHEMONTID:0003318	Pyridyl-1,2,3-triazoles
CHEMONTID:0003319	Pyridyl-1,2,4-triazoles
CHEMONTID:0003321	1,2-diacylglycero-3-phosphosulfocholines
CHEMONTID:0003322	Wax monoesters
CHEMONTID:0003323	Type 1 wax diesters
CHEMONTID:0003324	Type 2 wax diesters
CHEMONTID:0003325	Wax diesters
CHEMONTID:0003326	4,5-dioxoaporphines
CHEMONTID:0003327	Fatty acyl thioesters
CHEMONTID:0003328	2,3-dienoyl  fatty acyl thioesters
CHEMONTID:0003329	3,4-dienoyl CoAs
CHEMONTID:0003330	2,4-dienoyl CoAs
CHEMONTID:0003331	2,5-dienoyl CoAs
CHEMONTID:0003332	6,6a-secoaporphines
CHEMONTID:0003333	Cyclic glycosylpeptides and derivatives
CHEMONTID:0003334	Glycosylpeptides and derivatives
CHEMONTID:0003335	Glyco-alpha-amino acids
CHEMONTID:0003336	Glycosyl-alpha-amino acids
CHEMONTID:0003337	Organoarsonous acids
CHEMONTID:0003338	Polyethylene glycols
CHEMONTID:0003339	2-amino-3-benzoylthiophenes
CHEMONTID:0003340	2-amino-3-aroyl-4,5-alkylthiophenes
CHEMONTID:0003341	1-acyl-3-O-beta-D-galactosyl-sn-glycerols
CHEMONTID:0003342	1,2-diacyl-3-O-beta-D-digalactosyl-sn-glycerols
CHEMONTID:0003343	1-acyl-3-O-beta-D-digalactosyl-sn-glycerols
CHEMONTID:0003344	3-O-beta-D-digalactosyl-sn-glycerols
CHEMONTID:0003345	3-O-beta-D-monogalactosyl-sn-glycerols
CHEMONTID:0003346	Phosphatidylinositol dimannosides
CHEMONTID:0003347	Phosphatidylinositol monomannosides
CHEMONTID:0003348	3-thia fatty acids
CHEMONTID:0003349	4-thia fatty acids
CHEMONTID:0003350	N-hydroxyl-alpha-amino acids
CHEMONTID:0003351	1,2,3-oxadiazoles
CHEMONTID:0003352	Thienopyridazines
CHEMONTID:0003353	Thieno[3,4-c]pyridazines
CHEMONTID:0003354	Thieno[3,4-d]pyridazines
CHEMONTID:0003355	2-aminothieno[3,4-c]pyridazines
CHEMONTID:0003356	2-aminothieno[3,4-d]pyridazines
CHEMONTID:0003357	N-alkylpiperazines
CHEMONTID:0003358	N-methylpiperazines
CHEMONTID:0003359	N-arylpiperazines
CHEMONTID:0003360	30-hydroxysteroids
CHEMONTID:0003361	Pyrazinium compounds
CHEMONTID:0003362	1-aminopyrazinium compounds
CHEMONTID:0003363	2-aminopyrazinium compounds
CHEMONTID:0003364	Steroid acids
CHEMONTID:0003365	Mono-rhamnolipids
CHEMONTID:0003366	Di-rhamnolipids
CHEMONTID:0003367	3-carboxy-20-oxosteroids
CHEMONTID:0003368	3-carboxy steroids
CHEMONTID:0003369	17-carboxy steroids
CHEMONTID:0003370	Azobenzenes
CHEMONTID:0003371	Isodiazenes
CHEMONTID:0003372	1,2-dithiolanes
CHEMONTID:0003373	1,3-dithiolanes
CHEMONTID:0003374	1,2-dithiolane-3-carboxylic acids
CHEMONTID:0003375	1,2-dithiolane-4-carboxylic acids
CHEMONTID:0003376	1,3-dithiolane-2-carboxylic acids
CHEMONTID:0003377	1,3-dithiolane-4-carboxylic acids
CHEMONTID:0003378	Dithiolanecarboxylic acids
CHEMONTID:0003379	1,2-dithiolanecarboxylic acids
CHEMONTID:0003380	1,3-dithiolanecarboxylic acids
CHEMONTID:0003381	alpha-Mercaptocarboxylic acids
CHEMONTID:0003382	Thiophosphate monoesters
CHEMONTID:0003383	Thiophosphate diesters
CHEMONTID:0003384	Thiophosphate triesters
CHEMONTID:0003385	Organic dithiophosphoric acids and derivatives
CHEMONTID:0003387	Dithiophosphate S-esters
CHEMONTID:0003388	1'-(acyl-sn-glycero-3-phospho),3'-(acyl-sn-glycero-3-phospho)-sn-glycerols
CHEMONTID:0003389	Glycerophosphoglycerophosphoglycerols
CHEMONTID:0003390	Ceramide-1-phosphates
CHEMONTID:0003391	Phosphonosphingolipids
CHEMONTID:0003392	Phosphosphingolipids
CHEMONTID:0003393	(2'->5')-dinucleotides
CHEMONTID:0003394	(3'->5')-dinucleotides
CHEMONTID:0003395	5'-phospho-(2'->5')-dinucleotides
CHEMONTID:0003396	5'-phospho-(3'->5')-dinucleotides
CHEMONTID:0003397	Sphenolobane diterpenoids
CHEMONTID:0003398	Amphilectane, neoamphilectane, cycloamphilectane, and adociane diterpenoids
CHEMONTID:0003399	Cyclohexane sesterterpenes
CHEMONTID:0003400	Stemarane diterpenoids
CHEMONTID:0003401	Villanovane, atisane, trachylobane or helvifulvane diterpenoids
CHEMONTID:0003402	Monomethylphosphatidylethanolamines
CHEMONTID:0003403	Dimethylphosphatidylethanolamines
CHEMONTID:0003404	Phosphatidylethanols
CHEMONTID:0003405	2-arylbenzofuran flavonoids
CHEMONTID:0003406	3-arylcoumarin flavonoids
CHEMONTID:0003407	Peltogynoid flavonoids
CHEMONTID:0003408	Isobenzofurans
CHEMONTID:0003409	Isobenzofuranones
CHEMONTID:0003410	1-benzopyrans
CHEMONTID:0003411	2-benzopyrans
CHEMONTID:0003412	Benzothiopyrans
CHEMONTID:0003413	1-benzothiopyrans
CHEMONTID:0003414	2-benzothiopyrans
CHEMONTID:0003415	Angucyclines
CHEMONTID:0003416	Methyl esters
CHEMONTID:0003417	Fatty acid methyl esters
CHEMONTID:0003418	Dihydrobenzofuran and benzofuran lignans
CHEMONTID:0003419	Cyclobutane lignans
CHEMONTID:0003420	Alpha-acyloxy ketones
CHEMONTID:0003421	7,8'-epoxylignans
CHEMONTID:0003422	7,9'-epoxylignans
CHEMONTID:0003423	7,7'-epoxylignans
CHEMONTID:0003424	9,9'-epoxylignans
CHEMONTID:0003425	Aryltetralin lignans
CHEMONTID:0003426	9,9p-dihydroxyaryltetralin lignans
CHEMONTID:0003427	Stemona alkaloids
CHEMONTID:0003428	Croomine-type alkaloids
CHEMONTID:0003429	Stichoneurine-type alkaloids
CHEMONTID:0003430	Protostemonine-type alkaloids
CHEMONTID:0003431	Vallesaman alkaloids
CHEMONTID:0003432	Thiocarbamic acid bromides
CHEMONTID:0003433	Thiocarbamic acid iodides
CHEMONTID:0003434	Thiocarbamic acid fluorides
CHEMONTID:0003435	Thiocarbamic acid chlorides
CHEMONTID:0003436	Dithiocarboxylic acids and derivatives
CHEMONTID:0003437	Dithiocarboxylic acids
CHEMONTID:0003438	Dithiocarboxylic acid amides
CHEMONTID:0003439	Dithiocarboxylic acid esters
CHEMONTID:0003440	S-alkyl-CoAs
CHEMONTID:0003441	S-alkyl-L-cysteines
CHEMONTID:0003442	S-alkyl-L-cysteine S-oxides
CHEMONTID:0003443	S-alkyl thiosulfates
CHEMONTID:0003444	Glycerone and derivatives
CHEMONTID:0003445	O-alkylglycerones
CHEMONTID:0003446	Glycerone phosphates
CHEMONTID:0003447	O-alkylglycerone phosphates
CHEMONTID:0003448	O-acylglycerone-phosphates
CHEMONTID:0003449	N-alkylpyrrolidines
CHEMONTID:0003450	Acyl-L-homoserine lactones
CHEMONTID:0003451	Acyl L-homoserines
CHEMONTID:0003452	Acyl D-homoserines
CHEMONTID:0003453	6-thiopurines
CHEMONTID:0003454	6-alkylaminopurines
CHEMONTID:0003455	Sulfuric acid esters
CHEMONTID:0003456	Alkyl sulfates
CHEMONTID:0003457	Alkyl phosphates
CHEMONTID:0003458	Monoalkyl phosphates
CHEMONTID:0003459	Dialkyl phosphates
CHEMONTID:0003460	Trialkyl phosphates
CHEMONTID:0003461	Alkanesulfinic acids and derivatives
CHEMONTID:0003462	Alkanesulfinic acids
CHEMONTID:0003463	Thiolane-2-thiones
CHEMONTID:0003464	Thiolane-3-thiones
CHEMONTID:0003465	p-Dioxolo[2,3-g]coumarins
CHEMONTID:0003466	p-Dioxolo[2,3-h]coumarins
CHEMONTID:0003467	Linear 1,3-diarylpropanoids
CHEMONTID:0003468	(5'->5')-dinucleotides
CHEMONTID:0003469	N-benzylbenzamides
CHEMONTID:0003470	Coumaronochromenes
CHEMONTID:0003471	Auronols
CHEMONTID:0003472	2'-Hydroxychalcones
CHEMONTID:0003473	2'-Hydroxy-dihydrochalcones
CHEMONTID:0003474	Retrochalcones
CHEMONTID:0003475	Retro-dihydrochalcones
CHEMONTID:0003476	2,3-Cyclopentanoindolines
CHEMONTID:0003477	Azaphilones
CHEMONTID:0003478	C-cinnamoyl glycosides
CHEMONTID:0003479	O-cinnamoyl glycosides
CHEMONTID:0003480	Cinnamic acid esters
CHEMONTID:0003481	2,5-disubstituted thiophenes
CHEMONTID:0003482	2,3,5-trisubstituted thiophenes
CHEMONTID:0003483	Benzoxanthenes
CHEMONTID:0003484	Pyranocoumarins
CHEMONTID:0003485	Angular pyranocoumarins
CHEMONTID:0003486	Linear pyranocoumarins
CHEMONTID:0003487	Cyclic ketones
CHEMONTID:0003488	2,4-diphenylfurans
CHEMONTID:0003489	2,5-diphenylfurans
CHEMONTID:0003490	3,4-diphenylfurans
CHEMONTID:0003491	Diphenylfurans
CHEMONTID:0003492	4-carboxy steroids
CHEMONTID:0003493	Pyripyropenes
CHEMONTID:0003494	Rhamnofolane and daphnane diterpenoids
CHEMONTID:0003495	Stilbenolignans
CHEMONTID:0003496	Cinnamylphenols
CHEMONTID:0003497	Benzofuran-2-C-glycosides
CHEMONTID:0003498	Benzofuran-2-O-glycosides
CHEMONTID:0003499	Benzofuran-5-C-glycosides
CHEMONTID:0003500	Benzofuran-5-O-glycosides
CHEMONTID:0003501	3-prenylated flavones
CHEMONTID:0003502	3'-prenylated flavones
CHEMONTID:0003503	6-prenylated flavones
CHEMONTID:0003504	8-prenylated flavones
CHEMONTID:0003505	3-prenylated flavanones
CHEMONTID:0003506	3'-prenylated flavanones
CHEMONTID:0003507	6-prenylated flavanones
CHEMONTID:0003508	8-prenylated flavanones
CHEMONTID:0003509	3-prenylated chalcones
CHEMONTID:0003510	3'-prenylated chalcones
CHEMONTID:0003511	4-prenylated 2-arybenzofurans
CHEMONTID:0003512	3'-prenylated isoflavones
CHEMONTID:0003513	6-prenylated isoflavones
CHEMONTID:0003514	8-prenylated isoflavones
CHEMONTID:0003515	7-prenylated 2-arybenzofurans
CHEMONTID:0003516	4'-prenylated 2-arybenzofurans
CHEMONTID:0003517	2-prenylated xanthones
CHEMONTID:0003518	4-prenylated xanthones
CHEMONTID:0003519	8-prenylated xanthones
CHEMONTID:0003520	Pyranoflavonoids
CHEMONTID:0003521	Pyranoxanthones
CHEMONTID:0003522	2,2-dimethyl-1-benzopyrans
CHEMONTID:0003523	Meta,para-diphenylether diarylheptanoids
CHEMONTID:0003524	Meta,meta-bridged biphenyls
CHEMONTID:0003525	3'-prenylated isoflavanones
CHEMONTID:0003526	6-prenylated isoflavanones
CHEMONTID:0003527	8-prenylated isoflavanones
CHEMONTID:0003528	Rotenones
CHEMONTID:0003529	Furo[2,3-b]chromones
CHEMONTID:0003530	Pyranoisoflavonoids
CHEMONTID:0003531	Flavonoid-3-O-glycosides
CHEMONTID:0003532	Flavonoid-3-O-glucuronides
CHEMONTID:0003533	Flavonoid-7-O-glycosides
CHEMONTID:0003534	Flavonoid-7-O-glucuronides
CHEMONTID:0003535	Flavonoid 8-C-glycosides
CHEMONTID:0003536	Dinaphthofurans
CHEMONTID:0003537	Dinaphtho[2,1-b;2',3'-d]furans
CHEMONTID:0003538	Gallic acids
CHEMONTID:0003539	Galloyl esters
CHEMONTID:0003540	Flavonoid-8-O-glycosides
